script	dataset	fecha	learning_rate	feature_fraction	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	max_bin	best_iter	auc
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000744	0.0378665416389822	0.466937429926315	3.66147784192781	16.0032701814853	43	17	255.000017513428	485	0.826767170439375
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000754	0.0397493241734938	0.496766400535352	2.86656272763458	1.54343490000119	34	374	255.000046203218	197	0.823008790185262
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000808	0.0492833614329928	0.586724306012336	4.63602450915338	61.6329197847389	52	21	255.008348418569	582	0.821173473606095
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000830	0.0138700094493783	0.49245673563343	2.7179782891906	0.955873811695379	53	17	255.035337713689	839	0.823589713830076
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000839	0.0454371679471848	0.468133825876508	2.99711318378589	20.5425518423135	66	17	255.00003606409	290	0.823517128784793
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000854	0.0336403696219811	0.762073496647774	3.64103697381763	16.4877460059863	29	23	255.049264097773	428	0.821569212565809
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000914	0.0388786461429758	0.360583846290548	1.8903951915964	123.162795813185	36	16	255.002936609334	957	0.82041346996874
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000932	0.0108324619057117	0.308857919512348	3.96503505575886	0.300427989674237	47	345	255.00027873288	483	0.824366943142807
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000938	0.0684189270674006	0.241656131804349	3.84126134223864	0.194792704497303	38	78	255.039048174236	88	0.825835466986023
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000947	0.0515849336603461	0.382721152206976	3.84100437292777	0.439393797531631	47	1000	255.091393639035	225	0.823862869455749
lightgbm_BO	./datasets/dataset_caba.csv	20210801 000956	0.0603726552009561	0.730424265042847	1.94978296904956	1.62531615406405	50	1024	255.06951783238	124	0.823038414993162
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001008	0.018113807754908	0.635334529153285	2.04627479989955	6.40678825659532	132	885	255.098112459281	502	0.8179230822047
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001016	0.0591729103815091	0.479606020046637	3.8719156216685	0.83419356719428	43	892	255.023257060493	88	0.823005694261109
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001023	0.0298518064364466	0.215136395759831	3.90257421487506	1.24830096264551	46	19	255.066462317008	123	0.823228006921017
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001044	0.0858947409641603	0.415405640319935	3.67230051735112	40.3675125187209	0	1022	255.098170423252	177	0.820137336878374
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001113	0.0295477899345118	0.418066578201547	3.82896434686496	195.531198294073	49	1024	255.092462295327	1408	0.818660890566392
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001120	0.0747492613725243	0.414769401580076	3.62795975792385	10.1368857734055	34	59	255.000010737565	84	0.825174943411577
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001128	0.0589205380635622	0.47487560222855	2.02844143962029	0.0342016186513486	43	169	255.088635803732	141	0.822686472226735
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001132	0.0996758681741521	0.209156230113504	3.97610248585012	0.903580779721262	126	1023	255.093883598639	54	0.819670162200973
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001143	0.0504469405218411	0.205492960212114	3.90894720924406	1.4813619828906	3	299	255.020828669415	163	0.826908107942712
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001207	0.0412741847493759	0.252059409166337	3.8359426209364	44.5715674937197	4	172	255.02117410815	312	0.821568315748143
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001221	0.0755303020184811	0.86760356453032	1.90842831552778	156.758708127876	58	1024	255.090943953108	560	0.820337874234645
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001229	0.0648240927450907	0.201209860588459	4.97479795842962	0.059262709319538	11	509	255.044972373776	97	0.824979543419254
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001240	0.0584878528533401	0.255195054230444	1.90161262236167	96.8764326686685	51	1023	255.061899794564	452	0.820306832059721
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001257	0.0993798217611593	0.81413577107915	4.99898191457259	199.725342935531	48	1023	255.079408383608	622	0.820743336928978
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001304	0.0646060878996716	0.202458477781445	3.92182344548986	0.567594978840964	42	458	255.044314431006	116	0.82416788624434
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001327	0.0542280942880596	0.890009973703237	2.00925875984395	199.702908615876	55	209	255.059781905932	1158	0.820711566917013
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001338	0.0586289190078218	0.918685129185693	4.98875640983069	27.9578435247371	54	1024	255.07653561603	305	0.822633904721127
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001352	0.0438976075256758	0.693878502262558	4.76465290161361	134.646054486822	105	1024	255.054939388538	647	0.815886512817648
lightgbm_BO	./datasets/dataset_caba.csv	20210801 001358	0.0983483592699345	0.200453010284995	1.82213189144938	67.8575396739209	170	485	255.099913869287	326	0.813717563219032
